"age","gender","ethnicity","education","household_income","height_feet","height_inches","weight","k1","k2","k3","k4","k5","d1","d2","d3","d4","d5","height","bmi","k1_score","k2_score","k3_score","k4_score","k5_score","d1_score","d2_score","d3_score","d4_score","d5_score","k_number_total","d_number_total","k_label_total","d_label_total"
"60-73","Male","White","High school degree or equivalent (e.g., GED)","Less than $40,000",6,0,195,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Ultra-Processed foods","None of the above","No","At least once daily","3 to 5 times a month","At least once daily","3 to 5 times a week",72,26.4438657407407,10,0,0,5,10,0,0,20,0,10,25,30,"Moderate","Poor"
"44-59","Female","White","Some college but no degree","Less than $40,000",5,6,243,"Agree","Not sure","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","Once a month or less","Once a month or less",66,39.2169421487603,10,0,0,5,NA,0,0,30,30,30,NA,90,"Poor","Satisfactory"
"74 or older","Female","Other","Bachelor degree","$100,000-149,000",5,4,135,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","Once a month or less","Once a month or less","Once a month or less",64,23.170166015625,10,0,10,5,NA,0,30,30,30,30,NA,120,"Poor","Excellent"
"60-73","Female","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,6,190,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients were sourced locally","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","Once a month or less","At least once daily",66,30.6634527089073,0,0,0,5,5,0,30,30,30,0,10,90,"Poor","Satisfactory"
"28-43","Male","Other","Associate degree","$40,000-74,000",5,11,195,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","Once a month or less","Once a month or less","Once a month or less",71,27.1940091251736,10,0,0,5,5,10,30,30,30,30,20,130,"Moderate","Excellent"
"44-59","Female","White","Associate degree","$75,000-99,000",5,1,155,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a month","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",61,29.2837946788498,10,0,0,10,5,0,20,10,10,10,25,50,"Moderate","Poor"
"44-59","Female","White","Some college but no degree","$75,000-99,000",5,4,147,"Disagree","Not sure","Ingredients come from nature","Minimally processed foods","None of the above","Yes","Once a month or less","Once a month or less","Once a month or less","3 to 5 times a month",64,25.229736328125,0,0,0,5,10,10,30,30,30,20,15,120,"Poor","Excellent"
"74 or older","Female","White","Associate degree","$40,000-74,000",5,6,120,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a month","Once a month or less","3 to 5 times a month",66,19.366391184573,10,0,0,10,NA,0,10,20,30,20,NA,80,"Poor","Satisfactory"
"44-59","Female","White","Bachelor degree","$100,000-149,000",5,6,185,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week",66,29.8565197428834,10,0,0,10,NA,0,0,10,20,10,NA,40,"Poor","Poor"
"28-43","Female","White","Bachelor degree","Less than $40,000",5,2,111,"Agree","Not sure","Nothing","Enriched foods","None of the above","No","Once a month or less","Once a month or less","Once a month or less","At least once daily",62,20.2999479708637,10,0,10,0,10,0,30,30,30,0,30,90,"Moderate","Satisfactory"
"60-73","Male","White","Some college but no degree","$150,000-250,000",6,1,222,"Agree","Do not have a significant impact on nutritional value","Nothing","Ultra-Processed foods","None of the above","No","Once a month or less","Once a month or less","3 to 5 times a month","Once a month or less",73,29.2861700131357,10,0,10,5,10,0,30,30,20,30,35,110,"Satisfactory","Excellent"
"74 or older","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,4,143,"Agree","Do not have a significant impact on nutritional value","Nothing","Minimally processed foods","None of the above","No","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month",64,24.543212890625,10,0,10,5,10,0,10,20,20,20,35,70,"Satisfactory","Moderate"
"74 or older","Male","White","Some college but no degree","Less than $40,000",6,0,205,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","At least once daily","3 to 5 times a month","Once a month or less","3 to 5 times a month",72,27.7999614197531,10,0,0,5,5,10,0,20,30,20,20,80,"Moderate","Satisfactory"
"60-73","Female","White","Some college but no degree","$40,000-74,000",5,5,210,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","Once a month or less","3 to 5 times a month",65,34.9420118343195,10,0,0,5,5,0,30,30,30,20,20,110,"Moderate","Excellent"
"44-59","Female","White","Some college but no degree","$40,000-74,000",5,5,128,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","3 to 5 times a week","3 to 5 times a month","Once a month or less","3 to 5 times a week",65,21.2979881656805,10,0,0,5,5,10,10,20,30,10,20,80,"Moderate","Satisfactory"
"44-59","Female","White","Graduate degree","Less than $40,000",5,4,150,"Not sure","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a month","3 to 5 times a month","At least once daily",64,25.74462890625,0,0,0,5,5,0,0,20,20,0,10,40,"Poor","Poor"
"28-43","Female","Black or African-American","Associate degree","$75,000-99,000",5,4,142,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients were sourced locally","Enriched foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","Once a month or less","Once a month or less","3 to 5 times a week",64,24.37158203125,10,0,0,0,5,0,0,30,30,10,15,70,"Poor","Moderate"
"74 or older","Male","White","Bachelor degree","$40,000-74,000",6,1,195,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Processed foods","None of the above","No","At least once daily","Once a month or less","Once a month or less","3 to 5 times a week",73,25.7243385250516,10,0,0,10,10,0,0,30,30,10,30,70,"Moderate","Moderate"
"60-73","Male","White","Bachelor degree","Less than $40,000",5,10,180,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients were sourced locally","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","Once a month or less","Once a month or less","Once a month or less",70,25.8244897959184,10,0,0,5,NA,0,30,30,30,30,NA,120,"Poor","Excellent"
"28-43","Male","White","Bachelor degree","$150,000-250,000",6,4,162,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Enriched foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","At least once daily","At least once daily","At least once daily",76,19.7171052631579,10,0,0,0,5,0,0,0,0,0,15,0,"Poor","Poor"
"44-59","Male","Asian","Graduate degree","$40,000-74,000",5,7,165,"Not sure","Not sure","Ingredients come from nature","Minimally processed foods","None of the above","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",67,25.83983069726,0,0,0,5,10,0,10,10,10,10,15,40,"Poor","Poor"
"44-59","Male","White","Bachelor degree","$75,000-99,000",5,10,235,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week",70,33.715306122449,10,0,0,5,NA,0,10,10,20,10,NA,50,"Poor","Poor"
"44-59","Male","Black or African-American","Less than a high school degree","$40,000-74,000",5,8,165,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","Once a month or less","3 to 5 times a month","3 to 5 times a month",68,25.0854238754325,10,0,0,10,NA,0,30,30,20,20,NA,100,"Poor","Satisfactory"
"44-59","Male","White","Bachelor degree","Less than $40,000",6,2,185,"Agree","Do not have a significant impact on nutritional value","Nothing","Enriched foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","3 to 5 times a week","Once a month or less","3 to 5 times a month",74,23.75,10,0,10,0,NA,0,30,10,30,20,NA,90,"Poor","Satisfactory"
"44-59","Male","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,5,222,"Not sure","Not sure","Nothing","Ultra-Processed foods","None of the above","No","At least once daily","3 to 5 times a month","Once a month or less","Once a month or less",65,36.9386982248521,0,0,10,5,10,0,0,20,30,30,25,80,"Moderate","Satisfactory"
"28-43","Male","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,8,160,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients were sourced locally","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a week","3 to 5 times a week","At least once daily","3 to 5 times a week",68,24.3252595155709,10,0,0,5,5,0,10,10,0,10,20,30,"Moderate","Poor"
"28-43","Male","White","Bachelor degree","$100,000-149,000",5,10,200,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","At least once daily","Once a month or less","3 to 5 times a week",70,28.6938775510204,0,0,0,5,5,10,30,0,30,10,10,80,"Poor","Satisfactory"
"44-59","Male","White","Some college but no degree","$40,000-74,000",5,8,145,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","3 to 5 times a month","At least once daily",68,22.0447664359862,10,0,0,5,NA,0,0,30,20,0,NA,50,"Poor","Poor"
